lon	lat	zip
-71.459	42.446	01450
-71.576	42.500	01451
-72.012	42.484	01452
-71.838	42.471	01453
-71.459	42.446	01460
-71.752	42.583	01462
-71.459	42.446	01463
-71.459	42.446	01464
-71.613	42.487	01467
-72.072	42.555	01468
-71.459	42.446	01469
-71.459	42.446	01470
-71.459	42.446	01471
-71.459	42.446	01472
-71.913	42.549	01473
-71.459	42.446	01474
-72.048	42.662	01475
-71.897	42.365	01477
-71.947	42.185	01501
-71.842	42.313	01503
-71.800	42.114	01504
-71.943	42.300	01505
-72.105	42.192	01506
-71.973	42.133	01507
-72.079	42.110	01508
-71.897	42.365	01509
-71.688	42.414	01510
-72.050	42.205	01515
-71.891	42.113	01516
-71.897	42.365	01517
-72.114	42.106	01518
-71.683	42.204	01519
-71.845	42.337	01520
-72.164	42.061	01521
-71.795	42.265	01522
-71.912	42.427	01523
-72.012	42.238	01524
-71.897	42.365	01525
-71.897	42.365	01526
-71.820	42.256	01527
-71.847	42.125	01529
-72.129	42.321	01531
-71.643	42.322	01532
-71.857	42.207	01534
-72.089	42.275	01535
-71.860	42.408	01536
-71.891	42.166	01537
-71.897	42.365	01538
-71.855	42.109	01540
-71.880	42.452	01541
-71.914	42.220	01542
-71.955	42.384	01543
-71.715	42.287	01545
-71.897	42.365	01546
-72.031	42.129	01550
-71.682	42.177	01560
-71.686	42.444	01561
-72.066	42.255	01562
-71.939	42.367	01564
-72.081	42.103	01566
-71.603	42.176	01568
-71.638	42.060	01569
-71.994	42.135	01570
-71.937	42.059	01571
-71.897	42.365	01580
-71.846	42.255	01581
-71.897	42.365	01582
-71.781	42.363	01583
-72.173	42.236	01585
-71.897	42.365	01586
-71.899	42.167	01588
-71.755	42.127	01590
-71.879	42.265	01601
-71.847	42.275	01602
-71.839	42.245	01603
-71.767	42.248	01604
-71.796	42.289	01605
-71.794	42.312	01606
-71.793	42.226	01607
-71.926	42.294	01608
-71.828	42.283	01609
-71.809	42.246	01610
-71.879	42.239	01611
-71.893	42.305	01612
-71.802	42.293	01613
-71.897	42.365	01614
-71.897	42.365	01615
-71.897	42.365	01653
-71.897	42.365	01654
-71.897	42.365	01655
-71.459	42.446	01701
-71.459	42.446	01702
-71.459	42.446	01703
-71.459	42.446	01704
-71.459	42.446	01705
-71.459	42.446	01718
-71.459	42.446	01719
-71.459	42.446	01720
-71.459	42.446	01721
-71.459	42.446	01730
-71.459	42.446	01731
-71.606	42.436	01740
-71.459	42.446	01741
-71.459	42.446	01742
-71.503	42.293	01745
-71.459	42.446	01746
-71.533	42.128	01747
-71.459	42.446	01748
-71.459	42.446	01749
-71.459	42.446	01752
-71.459	42.446	01754
-71.547	42.100	01756
-71.528	42.147	01757
-71.459	42.446	01760
-71.459	42.446	01770
-71.533	42.297	01772
-71.459	42.446	01773
-71.459	42.446	01775
-71.459	42.446	01776
-71.459	42.446	01778
-71.459	42.446	01784
-71.157	42.489	01801
-71.202	42.505	01803
-71.459	42.446	01805
-71.459	42.446	01806
-71.459	42.446	01807
-71.459	42.446	01808
-71.166	42.648	01810
-71.184	42.647	01812
-71.459	42.446	01813
-71.459	42.446	01815
-71.459	42.446	01821
-71.459	42.446	01822
-71.459	42.446	01824
-71.459	42.446	01826
-71.459	42.446	01827
-71.073	42.793	01830
-71.122	42.771	01831
-71.127	42.790	01832
-70.981	42.724	01833
-71.021	42.751	01834
-71.084	42.753	01835
-71.161	42.707	01840
-71.164	42.710	01841
-70.879	42.635	01842
-71.088	42.710	01843
-71.187	42.732	01844
-71.088	42.673	01845
-71.459	42.446	01850
-71.459	42.446	01851
-71.459	42.446	01852
-71.459	42.446	01853
-71.459	42.446	01854
-71.090	42.802	01860
-71.459	42.446	01862
-71.459	42.446	01863
-71.084	42.581	01864
-71.459	42.446	01865
-71.459	42.446	01866
-71.107	42.537	01867
-71.459	42.446	01876
-71.459	42.446	01879
-71.069	42.500	01880
-70.879	42.635	01885
-71.459	42.446	01886
-71.174	42.562	01887
-71.459	42.446	01888
-71.110	42.572	01889
-71.149	42.455	01890
-70.879	42.635	01899
-70.947	42.461	01901
-70.929	42.473	01902
-70.879	42.635	01903
-70.965	42.489	01904
-70.973	42.469	01905
-70.998	42.472	01906
-70.906	42.513	01907
-70.922	42.427	01908
-70.975	42.455	01910
-70.948	42.854	01913
-70.854	42.565	01915
-71.017	42.683	01921
-70.928	42.763	01922
-70.949	42.577	01923
-70.781	42.628	01929
-70.694	42.630	01930
-70.879	42.635	01931
-70.879	42.635	01936
-70.879	42.635	01937
-70.864	42.686	01938
-71.029	42.534	01940
-70.755	42.580	01944
-70.771	42.561	01945
-70.874	42.643	01947
-71.088	42.645	01949
-70.873	42.810	01950
-70.867	42.778	01951
-70.866	42.851	01952
-70.974	42.537	01960
-70.879	42.635	01961
-70.826	42.558	01965
-70.618	42.658	01966
-70.893	42.716	01969
-70.904	42.513	01970
-70.879	42.635	01971
-70.851	42.627	01982
-70.954	42.662	01983
-70.873	42.598	01984
-70.971	42.794	01985
-70.701	41.970	02018
-71.470	42.077	02019
-70.644	42.082	02020
-71.121	42.179	02021
-70.816	42.234	02025
-71.181	42.245	02026
-71.089	42.180	02027
-71.283	42.236	02030
-71.201	41.999	02031
-71.215	42.154	02032
-71.236	42.062	02035
-71.405	42.089	02038
-70.701	41.970	02040
-70.649	42.070	02041
-70.885	42.212	02043
-70.701	41.970	02044
-70.874	42.284	02045
-70.694	42.143	02047
-71.218	42.013	02048
-70.711	42.112	02050
-70.734	42.151	02051
-71.310	42.181	02052
-71.428	42.156	02053
-71.361	42.165	02054
-70.701	41.970	02055
-71.332	42.118	02056
-70.701	41.970	02059
-70.701	41.970	02060
-70.823	42.154	02061
-71.196	42.183	02062
-70.652	42.097	02065
-70.770	42.207	02066
-71.185	42.105	02067
-71.089	42.180	02070
-71.271	42.100	02071
-71.106	42.118	02072
-71.256	42.149	02081
-71.199	42.221	02090
-71.371	42.054	02093
-71.027	42.371	02101
-70.920	42.339	02102
-70.920	42.339	02103
-70.920	42.339	02104
-70.920	42.339	02105
-71.073	42.354	02106
-70.920	42.339	02107
-71.102	42.354	02108
-71.054	42.360	02109
-71.051	42.353	02110
-71.059	42.351	02111
-70.920	42.339	02112
-71.055	42.365	02113
-71.024	42.362	02114
-71.097	42.342	02115
-71.086	42.347	02116
-70.920	42.339	02117
-71.073	42.336	02118
-71.085	42.323	02119
-71.096	42.332	02120
-71.082	42.307	02121
-71.055	42.297	02122
-70.920	42.339	02123
-71.071	42.287	02124
-71.067	42.315	02125
-71.105	42.301	02126
-71.020	42.329	02127
-71.026	42.364	02128
-71.065	42.383	02129
-71.121	42.310	02130
-71.121	42.284	02131
-71.156	42.278	02132
-70.920	42.339	02133
-71.113	42.357	02134
-71.105	42.350	02135
-71.129	42.254	02136
-70.920	42.339	02137
-71.133	42.380	02138
-71.102	42.365	02139
-71.134	42.393	02140
-71.084	42.369	02141
-71.085	42.363	02142
-71.099	42.381	02143
-71.120	42.403	02144
-71.095	42.391	02145
-71.089	42.308	02146
-71.089	42.180	02147
-71.085	42.437	02148
-71.051	42.407	02149
-71.039	42.378	02150
-71.020	42.366	02151
-70.982	42.378	02152
-71.459	42.446	02153
-71.240	42.389	02154
-71.109	42.422	02155
-71.459	42.446	02156
-71.185	42.174	02157
-71.188	42.354	02158
-71.191	42.316	02159
-71.459	42.446	02160
-71.459	42.446	02161
-71.254	42.332	02162
-71.112	42.325	02163
-71.459	42.446	02164
-71.459	42.446	02165
-71.243	42.346	02166
-71.170	42.321	02167
-71.459	42.446	02168
-71.006	42.242	02169
-71.017	42.267	02170
-71.014	42.285	02171
-71.178	42.373	02172
-71.459	42.446	02173
-71.167	42.418	02174
-71.459	42.446	02175
-71.053	42.459	02176
-71.459	42.446	02177
-71.459	42.446	02178
-71.459	42.446	02179
-71.098	42.475	02180
-71.279	42.301	02181
-71.005	42.202	02184
-71.089	42.180	02185
-71.078	42.241	02186
-71.089	42.180	02187
-70.955	42.208	02188
-70.932	42.211	02189
-70.951	42.168	02190
-70.945	42.251	02191
-71.089	42.180	02192
-71.459	42.446	02193
-71.226	42.293	02194
-71.459	42.446	02195
-70.920	42.339	02196
-71.082	42.347	02199
-70.920	42.339	02201
-71.062	42.361	02202
-71.060	42.361	02203
-70.920	42.339	02204
-71.054	42.350	02205
-70.920	42.339	02206
-70.920	42.339	02207
-70.920	42.339	02208
-70.920	42.339	02209
-71.041	42.348	02210
-70.920	42.339	02211
-71.459	42.446	02212
-71.108	42.345	02215
-70.920	42.339	02216
-70.920	42.339	02217
-71.063	42.364	02222
-71.459	42.446	02238
-71.459	42.446	02239
-70.920	42.339	02241
-71.459	42.446	02254
-71.459	42.446	02258
-70.920	42.339	02266
-71.089	42.180	02269
-71.459	42.446	02272
-71.459	42.446	02277
-70.920	42.339	02283
-70.920	42.339	02284
-70.920	42.339	02293
-70.920	42.339	02295
-70.920	42.339	02297
-71.040	42.079	02301
-71.000	42.085	02302
-70.701	41.970	02303
-70.701	41.970	02304
-70.701	41.970	02305
-71.048	42.126	02322
-70.977	41.974	02324
-70.973	41.987	02325
-70.827	42.041	02327
-70.760	41.896	02330
-70.701	41.970	02331
-70.711	42.053	02332
-70.931	42.023	02333
-71.132	42.024	02334
-70.932	42.022	02337
-70.861	41.988	02338
-70.851	42.124	02339
-70.876	42.056	02341
-71.003	42.144	02343
-70.701	41.970	02344
-70.581	41.888	02345
-70.882	41.915	02346
-70.960	41.844	02347
-70.701	41.970	02348
-70.701	41.970	02349
-70.847	42.019	02350
-70.960	42.117	02351
-70.801	41.917	02355
-71.120	42.053	02356
-71.087	42.064	02357
-70.713	41.954	02358
-70.801	42.066	02359
-70.639	41.886	02360
-70.701	41.970	02361
-70.701	41.970	02362
-70.745	41.979	02364
-70.704	41.850	02366
-70.812	41.969	02367
-71.056	42.171	02368
-70.885	41.954	02370
-71.111	42.023	02375
-71.024	42.022	02379
-70.561	41.932	02381
-70.941	42.078	02382
-71.035	42.079	02401
-70.999	42.086	02402
-70.701	41.970	02403
-70.701	41.970	02404
-70.701	41.970	02405
-71.217	42.456	02420
-71.226	42.443	02421
-71.144	42.318	02445
-71.123	42.343	02446
-71.089	42.180	02447
-71.245	42.399	02451
-71.218	42.394	02452
-71.232	42.365	02453
-71.250	42.357	02454
-71.459	42.446	02456
-71.089	42.180	02457
-71.208	42.385	02458
-71.183	42.334	02459
-71.182	42.374	02460
-71.205	42.361	02461
-71.210	42.349	02462
-71.222	42.366	02464
-71.213	42.378	02465
-71.225	42.347	02466
-71.212	42.358	02467
-71.232	42.327	02468
-71.459	42.446	02471
-71.201	42.363	02472
-71.160	42.418	02474
-71.459	42.446	02475
-71.184	42.379	02476
-71.459	42.446	02477
-71.204	42.413	02478
-71.459	42.446	02479
-71.275	42.311	02481
-71.299	42.295	02482
-71.250	42.280	02492
-71.227	42.376	02493
-71.263	42.300	02494
-71.459	42.446	02495
-70.590	41.746	02532
-70.623	41.669	02534
-70.673	41.379	02535
-70.563	41.663	02536
-70.440	41.728	02537
-70.661	41.775	02538
-70.552	41.401	02539
-70.493	41.614	02540
-70.309	41.799	02541
-70.554	41.653	02542
-70.646	41.594	02543
-70.643	41.380	02552
-70.608	41.673	02553
-70.087	41.288	02554
-70.375	41.653	02556
-70.560	41.417	02557
-70.658	41.748	02558
-70.623	41.695	02559
-70.534	41.770	02561
-70.520	41.793	02562
-70.477	41.711	02563
-70.016	41.274	02564
-70.309	41.799	02565
-70.595	41.416	02568
-70.695	41.760	02571
-70.643	41.380	02573
-70.638	41.604	02574
-70.643	41.421	02575
-70.750	41.770	02576
-70.046	41.278	02584
-70.139	41.830	02601
-70.301	41.697	02630
-70.044	41.853	02631
-70.175	41.796	02632
-70.047	41.860	02633
-70.309	41.799	02634
-70.436	41.624	02635
-70.309	41.799	02636
-70.277	41.701	02637
-70.089	41.726	02638
-70.072	41.751	02639
-70.205	41.735	02641
-70.021	41.851	02642
-69.962	41.784	02643
-70.269	41.790	02644
-70.043	41.836	02645
-70.054	41.846	02646
-70.306	41.635	02647
-70.247	41.813	02648
-70.254	41.788	02649
-70.029	41.735	02650
-69.982	41.824	02651
-70.284	41.931	02652
-70.015	41.853	02653
-70.191	41.810	02655
-70.091	41.889	02657
-70.030	41.849	02659
-70.089	41.800	02660
-70.033	41.686	02661
-69.984	41.757	02662
-70.077	41.801	02663
-70.084	41.824	02664
-70.047	41.987	02666
-70.023	41.821	02667
-70.202	41.791	02668
-70.005	41.699	02669
-70.072	41.711	02670
-70.038	41.847	02671
-70.323	41.636	02672
-70.151	41.776	02673
-70.136	41.716	02675
-71.017	41.783	02702
-71.302	41.939	02703
-71.067	41.756	02712
-70.931	41.422	02713
-71.067	41.756	02714
-71.152	41.818	02715
-70.979	41.747	02717
-71.013	41.871	02718
-70.870	41.632	02719
-71.166	41.820	02720
-71.154	41.679	02721
-71.067	41.756	02722
-71.133	41.694	02723
-71.175	41.684	02724
-71.174	41.724	02725
-71.154	41.758	02726
-70.754	41.737	02738
-70.811	41.665	02739
-70.951	41.633	02740
-71.067	41.756	02741
-70.956	41.620	02742
-70.908	41.712	02743
-70.916	41.609	02744
-70.947	41.709	02745
-70.943	41.666	02746
-71.008	41.639	02747
-70.984	41.566	02748
-71.326	41.964	02760
-71.067	41.756	02761
-71.334	42.014	02762
-71.308	41.973	02763
-71.156	41.848	02764
-71.180	41.959	02766
-71.049	41.937	02767
-71.067	41.756	02768
-71.243	41.853	02769
-70.846	41.752	02770
-71.319	41.840	02771
-71.234	41.767	02777
-71.064	41.828	02779
-71.093	41.859	02780
-71.067	41.756	02783
-71.080	41.615	02790
-71.085	41.519	02791
-71.284	41.530	02801
-71.462	41.954	02802
-71.679	41.322	02804
-71.320	41.743	02806
-71.578	41.189	02807
-71.762	41.404	02808
-71.270	41.678	02809
-71.675	41.469	02812
-71.665	41.395	02813
-71.689	41.889	02814
-71.656	41.771	02815
-71.637	41.694	02816
-71.667	41.631	02817
-71.478	41.643	02818
-71.650	41.547	02822
-71.547	41.731	02823
-71.563	42.000	02824
-71.706	41.791	02825
-71.601	41.982	02826
-71.727	41.692	02827
-71.552	41.879	02828
-71.589	41.879	02829
-71.649	41.972	02830
-71.578	41.754	02831
-71.734	41.510	02832
-71.773	41.475	02833
-71.377	41.514	02835
-71.620	41.447	02836
-71.166	41.510	02837
-71.476	41.968	02838
-71.638	41.942	02839
-71.327	41.488	02840
-71.299	41.499	02841
-71.273	41.520	02842
-71.465	41.587	02852
-71.644	41.375	02854
-71.655	41.839	02857
-71.648	41.962	02858
-71.723	41.964	02859
-71.393	41.875	02860
-71.370	41.878	02861
-71.369	41.861	02862
-71.394	41.890	02863
-71.433	41.949	02864
-71.493	41.925	02865
-71.264	41.585	02871
-71.287	41.707	02872
-71.774	41.520	02873
-71.472	41.478	02874
-71.635	41.456	02875
-71.576	41.998	02876
-71.530	41.529	02877
-71.175	41.610	02878
-71.534	41.444	02879
-71.644	41.375	02880
-71.524	41.483	02881
-71.498	41.377	02882
-71.644	41.375	02883
-71.257	41.727	02885
-71.479	41.702	02886
-71.558	41.682	02887
-71.411	41.747	02888
-71.496	41.689	02889
-71.711	41.284	02891
-71.621	41.506	02892
-71.507	41.697	02893
-71.707	41.450	02894
-71.519	41.985	02895
-71.541	41.934	02896
-71.663	41.504	02898
-71.414	41.823	02901
-71.425	41.818	02902
-71.412	41.819	02903
-71.438	41.854	02904
-71.423	41.804	02905
-71.395	41.837	02906
-71.426	41.797	02907
-71.440	41.837	02908
-71.444	41.821	02909
-71.435	41.792	02910
-71.449	41.839	02911
-71.398	41.827	02912
-71.363	41.813	02914
-71.350	41.774	02915
-71.356	41.843	02916
-71.498	41.854	02917
-71.440	41.841	02918
-71.498	41.871	02919
-71.471	41.769	02920
-71.477	41.767	02921
-71.559	41.872	02940
-71.629	42.875	03031
-71.344	42.989	03032
-71.767	42.847	03033
-71.305	43.059	03034
-71.251	42.962	03036
-71.253	42.987	03037
-71.197	42.951	03038
-71.013	43.006	03040
-71.013	43.006	03041
-71.084	43.048	03042
-71.817	42.916	03043
-71.127	42.992	03044
-71.688	42.947	03045
-71.859	42.929	03047
-71.718	42.875	03048
-71.581	42.860	03049
-71.619	42.766	03051
-71.485	42.887	03052
-71.388	42.871	03053
-71.668	42.925	03054
-71.744	42.849	03055
-71.727	42.850	03057
-71.626	42.772	03060
-71.654	42.952	03061
-71.500	42.860	03062
-71.511	42.774	03063
-71.629	42.774	03064
-71.776	42.903	03070
-71.845	42.763	03071
-71.013	43.006	03073
-71.319	42.741	03076
-71.205	43.059	03077
-71.196	42.872	03079
-71.774	42.902	03082
-71.861	42.822	03084
-71.730	42.894	03086
-71.234	42.892	03087
-71.462	42.988	03101
-71.495	43.008	03102
-71.464	42.942	03103
-71.372	42.898	03104
-71.654	42.952	03105
-71.444	43.065	03106
-71.654	42.952	03107
-71.654	42.952	03108
-71.405	42.970	03109
-71.536	42.937	03110
-71.654	42.952	03111
-71.534	43.930	03215
-71.684	43.447	03216
-71.640	43.716	03217
-71.373	43.417	03218
-71.407	43.456	03220
-71.792	43.281	03221
-71.722	43.708	03222
-71.665	43.842	03223
-71.604	43.378	03224
-71.293	43.387	03225
-71.466	43.694	03226
-71.324	43.695	03227
-71.813	43.301	03229
-71.882	43.515	03230
-71.737	43.466	03231
-71.841	43.968	03232
-71.945	43.423	03233
-71.670	43.341	03234
-71.680	43.374	03235
-71.384	43.414	03237
-71.841	43.968	03238
-71.841	43.968	03240
-71.889	43.718	03241
-71.820	43.180	03242
-71.763	43.443	03243
-71.914	43.123	03244
-71.604	43.738	03245
-71.427	43.535	03246
-71.445	43.589	03247
-71.654	44.049	03251
-71.537	43.469	03252
-71.517	43.592	03253
-71.335	43.728	03254
-72.012	43.322	03255
-71.635	43.603	03256
-71.734	43.302	03257
-71.377	43.860	03259
-71.934	43.365	03260
-71.203	43.209	03261
-71.686	44.035	03262
-71.344	43.298	03263
-71.694	43.711	03264
-71.788	43.752	03266
-71.559	43.362	03268
-71.514	43.502	03269
-71.663	43.310	03272
-71.929	43.304	03273
-71.841	43.968	03274
-71.599	43.286	03275
-71.492	43.536	03276
-71.842	43.311	03278
-71.841	43.968	03279
-72.101	43.172	03280
-71.763	43.084	03281
-71.841	43.968	03282
-72.047	43.494	03284
-71.916	43.449	03287
-71.520	43.496	03289
-71.126	43.125	03290
-71.140	43.182	03291
-71.841	43.968	03293
-71.446	43.525	03298
-71.446	43.525	03299
-71.536	43.230	03301
-71.663	43.310	03302
-71.660	43.282	03303
-71.545	43.128	03304
-71.517	43.213	03305
-71.467	43.319	03307
-72.248	42.904	03431
-72.243	42.947	03435
-71.971	43.045	03440
-72.444	42.777	03441
-71.908	43.003	03442
-72.455	42.884	03443
-72.019	42.889	03444
-72.202	42.998	03445
-72.330	42.841	03446
-72.248	42.882	03447
-72.211	42.937	03448
-71.984	42.939	03449
-72.103	42.885	03450
-72.280	42.894	03451
